InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,customer_known,is_return,revenue
547412,POST,POSTAGE,1,,15.0,12399,BELGIUM,True,False,15.0
547413,22763,KEY CABINET MA CAMPAGNE,2,,9.95,13475,UNITED KINGDOM,True,False,19.9
547413,22829,SWEETHEART WIRE WALL TIDY,2,,9.95,13475,UNITED KINGDOM,True,False,19.9
547414,22168,ORGANISER WOOD ANTIQUE WHITE,2,,8.5,17733,UNITED KINGDOM,True,False,17.0
547414,22762,CUPBOARD 3 DRAWER MA CAMPAGNE,1,,14.95,17733,UNITED KINGDOM,True,False,14.95
547414,22487,WHITE WOOD GARDEN PLANT LADDER,1,,9.95,17733,UNITED KINGDOM,True,False,9.95
547415,22236,CAKE STAND 3 TIER MAGIC GARDEN,2,,12.75,17102,UNITED KINGDOM,True,False,25.5
547416,22424,ENAMEL BREAD BIN CREAM,8,,10.95,15410,UNITED KINGDOM,True,False,87.6
547418,22191,IVORY DINER WALL CLOCK,2,,8.5,13148,UNITED KINGDOM,True,False,17.0
547418,22171,3 HOOK PHOTO SHELF ANTIQUE WHITE,2,,8.5,13148,UNITED KINGDOM,True,False,17.0
547418,22832,BROCANTE SHELF WITH HOOKS,2,,10.75,13148,UNITED KINGDOM,True,False,21.5
547418,72760B,VINTAGE CREAM 3 BASKET CAKE STAND,2,,9.95,13148,UNITED KINGDOM,True,False,19.9
547418,21735,TWO DOOR CURIO CABINET,2,,12.75,13148,UNITED KINGDOM,True,False,25.5
547418,22423,REGENCY CAKESTAND 3 TIER,1,,12.75,13148,UNITED KINGDOM,True,False,12.75
547418,23010,CIRCUS PARADE BABY GIFT SET,1,,16.95,13148,UNITED KINGDOM,True,False,16.95
547418,23008,DOLLY GIRL BABY GIFT SET,1,,16.95,13148,UNITED KINGDOM,True,False,16.95
547418,23007,SPACEBOY BABY GIFT SET,1,,16.95,13148,UNITED KINGDOM,True,False,16.95
547419,22423,REGENCY CAKESTAND 3 TIER,48,,10.95,15061,UNITED KINGDOM,True,False,525.5999999999999
547420,22501,PICNIC BASKET WICKER LARGE,2,,9.95,15449,UNITED KINGDOM,True,False,19.9
547444,22968,ROSE COTTAGE KEEPSAKE BOX,2,,9.95,12811,PORTUGAL,True,False,19.9
547485,22635,CHILDS BREAKFAST SET DOLLY GIRL,2,,9.95,17019,UNITED KINGDOM,True,False,19.9
547485,22634,CHILDS BREAKFAST SET SPACEBOY,2,,9.95,17019,UNITED KINGDOM,True,False,19.9
547488,22626,BLACK KITCHEN SCALES,3,,8.5,13821,UNITED KINGDOM,True,False,25.5
547488,22424,ENAMEL BREAD BIN CREAM,1,,12.75,13821,UNITED KINGDOM,True,False,12.75
547490,22776,SWEETHEART CAKESTAND 3 TIER,1,,9.95,17507,UNITED KINGDOM,True,False,9.95
547492,POST,POSTAGE,1,,18.0,12604,FRANCE,True,False,18.0
547493,22846,BREAD BIN DINER STYLE RED,4,,14.95,12818,AUSTRIA,True,False,59.8
547493,22849,BREAD BIN DINER STYLE MINT,4,,14.95,12818,AUSTRIA,True,False,59.8
547493,POST,POSTAGE,9,,40.0,12818,AUSTRIA,True,False,360.0
547496,22762,CUPBOARD 3 DRAWER MA CAMPAGNE,1,,14.95,18075,UNITED KINGDOM,True,False,14.95
547496,21277,FRENCH STYLE EMBOSSED HEART CABINET,1,,21.95,18075,UNITED KINGDOM,True,False,21.95
547496,22763,KEY CABINET MA CAMPAGNE,2,,9.95,18075,UNITED KINGDOM,True,False,19.9
547497,90180A,BLACK+WHITE NECKLACE W TASSEL,4,,9.95,14461,UNITED KINGDOM,True,False,39.8
547497,90062,CARNIVAL BRACELET,4,,12.75,14461,UNITED KINGDOM,True,False,51.0
547497,85132B,CHARLIE AND LOLA TABLE TINS,1,,9.95,14461,UNITED KINGDOM,True,False,9.95
547497,22849,BREAD BIN DINER STYLE MINT,1,,16.95,14461,UNITED KINGDOM,True,False,16.95
547497,22605,WOODEN CROQUET GARDEN SET,1,,14.95,14461,UNITED KINGDOM,True,False,14.95
547498,22169,FAMILY ALBUM WHITE PICTURE FRAME,1,,8.5,15021,UNITED KINGDOM,True,False,8.5
547503,22168,ORGANISER WOOD ANTIQUE WHITE,2,,8.5,13132,UNITED KINGDOM,True,False,17.0
547504,POST,POSTAGE,8,,18.0,12683,FRANCE,True,False,144.0
547507,22487,WHITE WOOD GARDEN PLANT LADDER,1,,9.95,16859,UNITED KINGDOM,True,False,9.95
547510,22487,WHITE WOOD GARDEN PLANT LADDER,4,,8.5,15245,UNITED KINGDOM,True,False,34.0
547511,22829,SWEETHEART WIRE WALL TIDY,2,,9.95,17411,UNITED KINGDOM,True,False,19.9
547514,22767,TRIPLE PHOTO FRAME CORNICE,2,,9.95,17486,UNITED KINGDOM,True,False,19.9
547516,22423,REGENCY CAKESTAND 3 TIER,32,,10.95,15189,UNITED KINGDOM,True,False,350.4
547517,POST,POSTAGE,3,,15.0,12395,BELGIUM,True,False,45.0
547520,23009,I LOVE LONDON BABY GIFT SET,1,,16.95,12564,FRANCE,True,False,16.95
547520,23007,SPACEBOY BABY GIFT SET,2,,16.95,12564,FRANCE,True,False,33.9
547520,POST,POSTAGE,3,,18.0,12564,FRANCE,True,False,54.0
547521,85066,CREAM SWEETHEART MINI CHEST,2,,12.75,16713,UNITED KINGDOM,True,False,25.5
547521,84078A,SET/4 WHITE RETRO STORAGE CUBES,1,,39.95,16713,UNITED KINGDOM,True,False,39.95
547521,22423,REGENCY CAKESTAND 3 TIER,1,,12.75,16713,UNITED KINGDOM,True,False,12.75
547521,21056,DOCTOR'S BAG SOFT TOY,1,,8.95,16713,UNITED KINGDOM,True,False,8.95
547521,21055,TOOL BOX SOFT TOY,1,,8.95,16713,UNITED KINGDOM,True,False,8.95
547538,22487,WHITE WOOD GARDEN PLANT LADDER,2,,9.95,13534,UNITED KINGDOM,True,False,19.9
547539,22844,VINTAGE CREAM DOG FOOD CONTAINER,4,,8.5,16943,UNITED KINGDOM,True,False,34.0
547539,22501,PICNIC BASKET WICKER LARGE,4,,9.95,16943,UNITED KINGDOM,True,False,39.8
547547,21340,CLASSIC METAL BIRDCAGE PLANT HOLDER,1,,24.96,,UNITED KINGDOM,False,False,24.96
547547,21755,LOVE BUILDING BLOCK WORD,1,,11.63,,UNITED KINGDOM,False,False,11.63
547547,22222,CAKE PLATE LOVEBIRD WHITE,1,,9.96,,UNITED KINGDOM,False,False,9.96
547547,22485,SET OF 2 WOODEN MARKET CRATES,2,,24.96,,UNITED KINGDOM,False,False,49.92
547547,22507,MEMO BOARD RETROSPOT  DESIGN,1,,10.79,,UNITED KINGDOM,False,False,10.79
547547,22721,SET OF 3 CAKE TINS SKETCHBOOK,2,,10.79,,UNITED KINGDOM,False,False,21.58
547547,22768,FAMILY PHOTO FRAME CORNICE,1,,19.96,,UNITED KINGDOM,False,False,19.96
547547,22844,VINTAGE CREAM DOG FOOD CONTAINER,2,,16.63,,UNITED KINGDOM,False,False,33.26
547547,22848,BREAD BIN DINER STYLE PINK,1,,33.29,,UNITED KINGDOM,False,False,33.29
547547,22968,ROSE COTTAGE KEEPSAKE BOX,1,,19.96,,UNITED KINGDOM,False,False,19.96
547547,47566,PARTY BUNTING,1,,10.79,,UNITED KINGDOM,False,False,10.79
547547,48194,DOORMAT HEARTS,2,,15.79,,UNITED KINGDOM,False,False,31.58
547547,DOT,DOTCOM POSTAGE,1,,115.42,,UNITED KINGDOM,False,False,115.42
547547,15056N,EDWARDIAN PARASOL NATURAL,2,,12.46,,UNITED KINGDOM,False,False,24.92
547547,15056P,EDWARDIAN PARASOL PINK,1,,12.46,,UNITED KINGDOM,False,False,12.46
547549,22849,BREAD BIN DINER STYLE MINT,4,,14.95,14794,UNITED KINGDOM,True,False,59.8
547550,22776,SWEETHEART CAKESTAND 3 TIER,12,,8.5,16839,UNITED KINGDOM,True,False,102.0
547550,22487,WHITE WOOD GARDEN PLANT LADDER,8,,8.5,16839,UNITED KINGDOM,True,False,68.0
547551,21216,"SET 3 RETROSPOT TEA,COFFEE,SUGAR",1,,10.79,,UNITED KINGDOM,False,False,10.79
547551,21217,RED RETROSPOT ROUND CAKE TINS,1,,20.79,,UNITED KINGDOM,False,False,20.79
547551,22501,PICNIC BASKET WICKER LARGE,1,,20.79,,UNITED KINGDOM,False,False,20.79
547551,22844,VINTAGE CREAM DOG FOOD CONTAINER,1,,16.63,,UNITED KINGDOM,False,False,16.63
547551,48185,DOORMAT FAIRY CAKE,1,,14.13,,UNITED KINGDOM,False,False,14.13
547551,84795b,SUNSET CHECK HAMMOCK,1,,16.63,,UNITED KINGDOM,False,False,16.63
547551,DOT,DOTCOM POSTAGE,1,,128.25,,UNITED KINGDOM,False,False,128.25
547552,22456,NATURAL SLATE CHALKBOARD LARGE,1,,9.96,,UNITED KINGDOM,False,False,9.96
547552,22476,EMPIRE UNION JACK TV DINNER TRAY,1,,10.79,,UNITED KINGDOM,False,False,10.79
547552,22501,PICNIC BASKET WICKER LARGE,1,,20.79,,UNITED KINGDOM,False,False,20.79
547552,22844,VINTAGE CREAM DOG FOOD CONTAINER,2,,16.63,,UNITED KINGDOM,False,False,33.26
547552,48116,DOORMAT MULTICOLOUR STRIPE,1,,14.13,,UNITED KINGDOM,False,False,14.13
547552,48185,DOORMAT FAIRY CAKE,1,,14.13,,UNITED KINGDOM,False,False,14.13
547552,DOT,DOTCOM POSTAGE,1,,169.29,,UNITED KINGDOM,False,False,169.29
547552,21843,RED RETROSPOT CAKE STAND,1,,20.79,,UNITED KINGDOM,False,False,20.79
547552,22166,WALL MIRROR RECTANGLE DIAMANTE PINK,1,,15.79,,UNITED KINGDOM,False,False,15.79
547552,22193,RED DINER WALL CLOCK,1,,16.63,,UNITED KINGDOM,False,False,16.63
547554,21340,CLASSIC METAL BIRDCAGE PLANT HOLDER,8,,9.95,17858,UNITED KINGDOM,True,False,79.6
547556,21473,SWEETHEART CREAM STEEL TABLE RECT,1,,19.95,17250,UNITED KINGDOM,True,False,19.95
547566,POST,POSTAGE,1,,27.0,12811,PORTUGAL,True,False,27.0
547568,22424,ENAMEL BREAD BIN CREAM,8,,10.95,13341,UNITED KINGDOM,True,False,87.6
547568,72760B,VINTAGE CREAM 3 BASKET CAKE STAND,2,,9.95,13341,UNITED KINGDOM,True,False,19.9
547568,22776,SWEETHEART CAKESTAND 3 TIER,1,,9.95,13341,UNITED KINGDOM,True,False,9.95
547568,22799,SWEETHEART WIRE FRUIT BOWL,2,,8.5,13341,UNITED KINGDOM,True,False,17.0
547568,22846,BREAD BIN DINER STYLE RED,1,,16.95,13341,UNITED KINGDOM,True,False,16.95
547568,21217,RED RETROSPOT ROUND CAKE TINS,1,,9.95,13341,UNITED KINGDOM,True,False,9.95
547568,21843,RED RETROSPOT CAKE STAND,1,,10.95,13341,UNITED KINGDOM,True,False,10.95
547569,22607,WOODEN ROUNDERS GARDEN SET,4,,9.95,17491,UNITED KINGDOM,True,False,39.8
547570,22487,WHITE WOOD GARDEN PLANT LADDER,4,,8.5,13636,UNITED KINGDOM,True,False,34.0
547571,C2,CARRIAGE,1,,50.0,16265,UNITED KINGDOM,True,False,50.0
547572,84974,S/2 ZINC HEART DESIGN PLANTERS,1,,9.95,13512,UNITED KINGDOM,True,False,9.95
547572,22423,REGENCY CAKESTAND 3 TIER,1,,12.75,13512,UNITED KINGDOM,True,False,12.75
547576,22487,WHITE WOOD GARDEN PLANT LADDER,4,,8.5,16620,UNITED KINGDOM,True,False,34.0
547578,82486,WOOD S/3 CABINET ANT WHITE FINISH,6,,8.95,13089,UNITED KINGDOM,True,False,53.699999999999996
547578,21621,VINTAGE UNION JACK BUNTING,4,,8.5,13089,UNITED KINGDOM,True,False,34.0
547580,22526,WHEELBARROW FOR CHILDREN,12,,10.95,13488,UNITED KINGDOM,True,False,131.39999999999998
547580,22626,BLACK KITCHEN SCALES,2,,8.5,13488,UNITED KINGDOM,True,False,17.0
547580,22846,BREAD BIN DINER STYLE RED,1,,16.95,13488,UNITED KINGDOM,True,False,16.95
547580,85066,CREAM SWEETHEART MINI CHEST,2,,12.75,13488,UNITED KINGDOM,True,False,25.5
C547581,22236,CAKE STAND 3 TIER MAGIC GARDEN,-1,,12.75,12474,GERMANY,True,True,-12.75
547644,22776,SWEETHEART CAKESTAND 3 TIER,4,,9.95,14267,UNITED KINGDOM,True,False,39.8
547644,22423,REGENCY CAKESTAND 3 TIER,6,,12.75,14267,UNITED KINGDOM,True,False,76.5
547644,22061,LARGE CAKE STAND  HANGING STRAWBERY,4,,9.95,14267,UNITED KINGDOM,True,False,39.8
547645,POST,POSTAGE,1,,40.0,12676,SWEDEN,True,False,40.0
547649,22890,NOVELTY BISCUITS CAKE STAND 3 TIER,1,,9.95,18118,UNITED KINGDOM,True,False,9.95
547650,21623,VINTAGE UNION JACK MEMOBOARD,1,,9.95,17059,UNITED KINGDOM,True,False,9.95
547651,22968,ROSE COTTAGE KEEPSAKE BOX,1,,9.95,16904,UNITED KINGDOM,True,False,9.95
547651,22501,PICNIC BASKET WICKER LARGE,1,,9.95,16904,UNITED KINGDOM,True,False,9.95
547651,22782,SET 3 WICKER STORAGE BASKETS,1,,24.95,16904,UNITED KINGDOM,True,False,24.95
547652,22221,CAKE STAND LOVEBIRD 2 TIER PINK,1,,9.95,14606,UNITED KINGDOM,True,False,9.95
547654,22844,VINTAGE CREAM DOG FOOD CONTAINER,2,,8.5,14527,UNITED KINGDOM,True,False,17.0
547654,22796,PHOTO FRAME 3 CLASSIC HANGING,1,,9.95,14527,UNITED KINGDOM,True,False,9.95
547655,22776,SWEETHEART CAKESTAND 3 TIER,4,,9.95,14267,UNITED KINGDOM,True,False,39.8
547655,22423,REGENCY CAKESTAND 3 TIER,6,,12.75,14267,UNITED KINGDOM,True,False,76.5
547655,22061,LARGE CAKE STAND  HANGING STRAWBERY,4,,9.95,14267,UNITED KINGDOM,True,False,39.8
547656,22487,WHITE WOOD GARDEN PLANT LADDER,1,,9.95,13263,UNITED KINGDOM,True,False,9.95
547656,22120,WELCOME  WOODEN BLOCK LETTERS,1,,9.95,13263,UNITED KINGDOM,True,False,9.95
547658,37449,CERAMIC CAKE STAND + HANGING CAKES,2,,9.95,13736,UNITED KINGDOM,True,False,19.9
547658,22846,BREAD BIN DINER STYLE RED,1,,16.95,13736,UNITED KINGDOM,True,False,16.95
547658,22848,BREAD BIN DINER STYLE PINK,1,,16.95,13736,UNITED KINGDOM,True,False,16.95
547658,22839,3 TIER CAKE TIN GREEN AND CREAM,1,,14.95,13736,UNITED KINGDOM,True,False,14.95
547658,22626,BLACK KITCHEN SCALES,2,,8.5,13736,UNITED KINGDOM,True,False,17.0
547663,85132C,CHARLIE AND LOLA FIGURES TINS,1,,9.95,16022,UNITED KINGDOM,True,False,9.95
547663,85132B,CHARLIE AND LOLA TABLE TINS,1,,9.95,16022,UNITED KINGDOM,True,False,9.95
547663,84796A,PINK HAWAIIAN PICNIC HAMPER FOR 2,2,,12.75,16022,UNITED KINGDOM,True,False,25.5
547663,22844,VINTAGE CREAM DOG FOOD CONTAINER,1,,8.5,16022,UNITED KINGDOM,True,False,8.5
547663,22191,IVORY DINER WALL CLOCK,1,,8.5,16022,UNITED KINGDOM,True,False,8.5
547664,82486,WOOD S/3 CABINET ANT WHITE FINISH,1,,8.95,13069,UNITED KINGDOM,True,False,8.95
547665,22626,BLACK KITCHEN SCALES,4,,8.5,14256,UNITED KINGDOM,True,False,34.0
547665,22894,TABLECLOTH RED APPLES DESIGN,2,,9.95,14256,UNITED KINGDOM,True,False,19.9
547665,22839,3 TIER CAKE TIN GREEN AND CREAM,1,,14.95,14256,UNITED KINGDOM,True,False,14.95
547665,22776,SWEETHEART CAKESTAND 3 TIER,3,,9.95,14256,UNITED KINGDOM,True,False,29.849999999999998
547669,22626,BLACK KITCHEN SCALES,1,,8.5,12748,UNITED KINGDOM,True,False,8.5
547669,85161,ACRYLIC GEOMETRIC LAMP,1,,18.95,12748,UNITED KINGDOM,True,False,18.95
547670,22501,PICNIC BASKET WICKER LARGE,3,,9.95,16769,UNITED KINGDOM,True,False,29.849999999999998
547670,22169,FAMILY ALBUM WHITE PICTURE FRAME,1,,8.5,16769,UNITED KINGDOM,True,False,8.5
547670,22120,WELCOME  WOODEN BLOCK LETTERS,2,,9.95,16769,UNITED KINGDOM,True,False,19.9
547670,85066,CREAM SWEETHEART MINI CHEST,2,,12.75,16769,UNITED KINGDOM,True,False,25.5
547670,22796,PHOTO FRAME 3 CLASSIC HANGING,2,,9.95,16769,UNITED KINGDOM,True,False,19.9
547670,22968,ROSE COTTAGE KEEPSAKE BOX,2,,9.95,16769,UNITED KINGDOM,True,False,19.9
547671,22215,CAKE STAND WHITE TWO TIER LACE,4,,8.5,14560,UNITED KINGDOM,True,False,34.0
C547676,22423,REGENCY CAKESTAND 3 TIER,-2,,10.95,15189,UNITED KINGDOM,True,True,-21.9
547684,23008,DOLLY GIRL BABY GIFT SET,3,,16.95,12408,BELGIUM,True,False,50.849999999999994
547684,23007,SPACEBOY BABY GIFT SET,3,,16.95,12408,BELGIUM,True,False,50.849999999999994
547684,POST,POSTAGE,5,,15.0,12408,BELGIUM,True,False,75.0
547689,22282,12 EGG HOUSE PAINTED WOOD,1,,12.75,17757,UNITED KINGDOM,True,False,12.75
547689,21217,RED RETROSPOT ROUND CAKE TINS,2,,9.95,17757,UNITED KINGDOM,True,False,19.9
547689,22844,VINTAGE CREAM DOG FOOD CONTAINER,1,,8.5,17757,UNITED KINGDOM,True,False,8.5
547697,22487,WHITE WOOD GARDEN PLANT LADDER,2,,9.95,14348,UNITED KINGDOM,True,False,19.9
547698,22423,REGENCY CAKESTAND 3 TIER,4,,12.75,15304,UNITED KINGDOM,True,False,51.0
547702,C2,CARRIAGE,1,,50.0,14911,EIRE,True,False,50.0
547703,22423,REGENCY CAKESTAND 3 TIER,8,,12.75,12540,SPAIN,True,False,102.0
547703,21843,RED RETROSPOT CAKE STAND,10,,10.95,12540,SPAIN,True,False,109.5
547703,21340,CLASSIC METAL BIRDCAGE PLANT HOLDER,8,,9.95,12540,SPAIN,True,False,79.6
547703,POST,POSTAGE,8,,28.0,12540,SPAIN,True,False,224.0
547705,22844,VINTAGE CREAM DOG FOOD CONTAINER,1,,8.5,14056,UNITED KINGDOM,True,False,8.5
547705,22191,IVORY DINER WALL CLOCK,1,,8.5,14056,UNITED KINGDOM,True,False,8.5
547708,85066,CREAM SWEETHEART MINI CHEST,160,,12.98,17450,UNITED KINGDOM,True,False,2076.8
547709,21340,CLASSIC METAL BIRDCAGE PLANT HOLDER,1,,12.75,18109,UNITED KINGDOM,True,False,12.75
547709,85066,CREAM SWEETHEART MINI CHEST,2,,12.75,18109,UNITED KINGDOM,True,False,25.5
547709,82486,WOOD S/3 CABINET ANT WHITE FINISH,1,,8.95,18109,UNITED KINGDOM,True,False,8.95
547712,84358,FLOOR LAMP SHADE WOOD BASE,4,,8.49,16905,UNITED KINGDOM,True,False,33.96
547712,22846,BREAD BIN DINER STYLE RED,1,,16.95,16905,UNITED KINGDOM,True,False,16.95
547712,22423,REGENCY CAKESTAND 3 TIER,3,,12.75,16905,UNITED KINGDOM,True,False,38.25
547712,22626,BLACK KITCHEN SCALES,1,,8.5,16905,UNITED KINGDOM,True,False,8.5
547712,22849,BREAD BIN DINER STYLE MINT,1,,16.95,16905,UNITED KINGDOM,True,False,16.95
547712,22191,IVORY DINER WALL CLOCK,1,,8.5,16905,UNITED KINGDOM,True,False,8.5
547712,22193,RED DINER WALL CLOCK,1,,8.5,16905,UNITED KINGDOM,True,False,8.5
547712,22194,BLACK DINER WALL CLOCK,1,,8.5,16905,UNITED KINGDOM,True,False,8.5
547712,85066,CREAM SWEETHEART MINI CHEST,1,,12.75,16905,UNITED KINGDOM,True,False,12.75
547712,82486,WOOD S/3 CABINET ANT WHITE FINISH,2,,8.95,16905,UNITED KINGDOM,True,False,17.9
547715,21843,RED RETROSPOT CAKE STAND,2,,10.95,12520,GERMANY,True,False,21.9
547715,22423,REGENCY CAKESTAND 3 TIER,2,,12.75,12520,GERMANY,True,False,25.5
547715,22221,CAKE STAND LOVEBIRD 2 TIER PINK,2,,9.95,12520,GERMANY,True,False,19.9
547715,POST,POSTAGE,2,,18.0,12520,GERMANY,True,False,36.0
547719,22423,REGENCY CAKESTAND 3 TIER,6,,12.75,14404,UNITED KINGDOM,True,False,76.5
547720,22829,SWEETHEART WIRE WALL TIDY,2,,9.95,14209,UNITED KINGDOM,True,False,19.9
547720,22832,BROCANTE SHELF WITH HOOKS,2,,10.75,14209,UNITED KINGDOM,True,False,21.5
547720,22788,BROCANTE COAT RACK,4,,9.95,14209,UNITED KINGDOM,True,False,39.8
547720,22169,FAMILY ALBUM WHITE PICTURE FRAME,4,,8.5,14209,UNITED KINGDOM,True,False,34.0
547720,22171,3 HOOK PHOTO SHELF ANTIQUE WHITE,4,,8.5,14209,UNITED KINGDOM,True,False,34.0
547720,22487,WHITE WOOD GARDEN PLANT LADDER,1,,9.95,14209,UNITED KINGDOM,True,False,9.95
547720,22762,CUPBOARD 3 DRAWER MA CAMPAGNE,1,,14.95,14209,UNITED KINGDOM,True,False,14.95
547720,22763,KEY CABINET MA CAMPAGNE,2,,9.95,14209,UNITED KINGDOM,True,False,19.9
547720,22770,MIRROR CORNICE,1,,14.95,14209,UNITED KINGDOM,True,False,14.95
547721,37475,SET/4 COLOURFUL MIXING BOWLS,1,,9.95,13000,UNITED KINGDOM,True,False,9.95
547722,21056,DOCTOR'S BAG SOFT TOY,2,,8.95,12553,FRANCE,True,False,17.9
547722,POST,POSTAGE,3,,18.0,12553,FRANCE,True,False,54.0
547724,82486,WOOD S/3 CABINET ANT WHITE FINISH,2,,8.95,13468,UNITED KINGDOM,True,False,17.9
547724,37449,CERAMIC CAKE STAND + HANGING CAKES,2,,9.95,13468,UNITED KINGDOM,True,False,19.9
547724,22061,LARGE CAKE STAND  HANGING STRAWBERY,2,,9.95,13468,UNITED KINGDOM,True,False,19.9
547726,72760B,VINTAGE CREAM 3 BASKET CAKE STAND,16,,8.49,16029,UNITED KINGDOM,True,False,135.84
547729,22752,SET 7 BABUSHKA NESTING BOXES,2,,8.5,15529,UNITED KINGDOM,True,False,17.0
547730,22423,REGENCY CAKESTAND 3 TIER,1,,12.75,14796,UNITED KINGDOM,True,False,12.75
547730,37449,CERAMIC CAKE STAND + HANGING CAKES,1,,9.95,14796,UNITED KINGDOM,True,False,9.95
547772,90014B,GOLD M PEARL  ORBIT NECKLACE,2,,9.95,17979,UNITED KINGDOM,True,False,19.9
547772,22634,CHILDS BREAKFAST SET SPACEBOY,2,,9.95,17979,UNITED KINGDOM,True,False,19.9
547772,22423,REGENCY CAKESTAND 3 TIER,1,,12.75,17979,UNITED KINGDOM,True,False,12.75
547772,37449,CERAMIC CAKE STAND + HANGING CAKES,1,,9.95,17979,UNITED KINGDOM,True,False,9.95
547772,22607,WOODEN ROUNDERS GARDEN SET,1,,9.95,17979,UNITED KINGDOM,True,False,9.95
547785,22168,ORGANISER WOOD ANTIQUE WHITE,1,,8.5,13097,UNITED KINGDOM,True,False,8.5
547785,22501,PICNIC BASKET WICKER LARGE,1,,9.95,13097,UNITED KINGDOM,True,False,9.95
547785,22607,WOODEN ROUNDERS GARDEN SET,2,,9.95,13097,UNITED KINGDOM,True,False,19.9
547785,22423,REGENCY CAKESTAND 3 TIER,3,,12.75,13097,UNITED KINGDOM,True,False,38.25
547785,22191,IVORY DINER WALL CLOCK,2,,8.5,13097,UNITED KINGDOM,True,False,17.0
547785,22193,RED DINER WALL CLOCK,2,,8.5,13097,UNITED KINGDOM,True,False,17.0
547785,22192,BLUE DINER WALL CLOCK,2,,8.5,13097,UNITED KINGDOM,True,False,17.0
547785,22776,SWEETHEART CAKESTAND 3 TIER,1,,9.95,13097,UNITED KINGDOM,True,False,9.95
547785,22846,BREAD BIN DINER STYLE RED,1,,16.95,13097,UNITED KINGDOM,True,False,16.95
547785,22849,BREAD BIN DINER STYLE MINT,2,,16.95,13097,UNITED KINGDOM,True,False,33.9
547788,15058A,BLUE POLKADOT GARDEN PARASOL,1,,24.96,,UNITED KINGDOM,False,False,24.96
547788,21109,LARGE CAKE TOWEL CHOCOLATE SPOTS,1,,13.29,,UNITED KINGDOM,False,False,13.29
547788,21523,DOORMAT FANCY FONT HOME SWEET HOME,1,,15.79,,UNITED KINGDOM,False,False,15.79
547788,21533,RETROSPOT LARGE MILK JUG,1,,9.96,,UNITED KINGDOM,False,False,9.96
547788,21539,RED RETROSPOT BUTTER DISH,1,,9.96,,UNITED KINGDOM,False,False,9.96
547788,21621,VINTAGE UNION JACK BUNTING,2,,16.63,,UNITED KINGDOM,False,False,33.26
547788,21843,RED RETROSPOT CAKE STAND,1,,20.79,,UNITED KINGDOM,False,False,20.79
547788,22138,BAKING SET 9 PIECE RETROSPOT,1,,10.79,,UNITED KINGDOM,False,False,10.79
547788,22222,CAKE PLATE LOVEBIRD WHITE,1,,9.96,,UNITED KINGDOM,False,False,9.96
547788,22423,REGENCY CAKESTAND 3 TIER,27,,24.96,,UNITED KINGDOM,False,False,673.9200000000001
547788,22424,ENAMEL BREAD BIN CREAM,1,,24.96,,UNITED KINGDOM,False,False,24.96
547788,22472,TV DINNER TRAY DOLLY GIRL,1,,10.79,,UNITED KINGDOM,False,False,10.79
547788,22485,SET OF 2 WOODEN MARKET CRATES,1,,24.96,,UNITED KINGDOM,False,False,24.96
547788,22487,WHITE WOOD GARDEN PLANT LADDER,1,,19.96,,UNITED KINGDOM,False,False,19.96
547788,22499,WOODEN UNION JACK BUNTING,2,,12.46,,UNITED KINGDOM,False,False,24.92
547788,22501,PICNIC BASKET WICKER LARGE,1,,20.79,,UNITED KINGDOM,False,False,20.79
547788,22502,PICNIC BASKET WICKER SMALL,3,,10.79,,UNITED KINGDOM,False,False,32.37
547788,22607,WOODEN ROUNDERS GARDEN SET,1,,16.63,,UNITED KINGDOM,False,False,16.63
547788,22617,BAKING SET SPACEBOY DESIGN,1,,10.79,,UNITED KINGDOM,False,False,10.79
547788,22837,HOT WATER BOTTLE BABUSHKA,1,,9.13,,UNITED KINGDOM,False,False,9.13
547788,22839,3 TIER CAKE TIN GREEN AND CREAM,1,,29.13,,UNITED KINGDOM,False,False,29.13
547788,22843,BISCUIT TIN VINTAGE GREEN,1,,13.29,,UNITED KINGDOM,False,False,13.29
547788,22845,VINTAGE CREAM CAT FOOD CONTAINER,1,,12.46,,UNITED KINGDOM,False,False,12.46
547788,23007,SPACEBOY BABY GIFT SET,1,,24.96,,UNITED KINGDOM,False,False,24.96
547788,23184,BULL DOG BOTTLE OPENER,1,,9.96,,UNITED KINGDOM,False,False,9.96
547788,47566,PARTY BUNTING,9,,10.79,,UNITED KINGDOM,False,False,97.10999999999999
547788,48194,DOORMAT HEARTS,1,,15.79,,UNITED KINGDOM,False,False,15.79
547788,84968C,SET OF 16 VINTAGE PISTACHIO CUTLERY,1,,24.96,,UNITED KINGDOM,False,False,24.96
547788,DOT,DOTCOM POSTAGE,1,,175.28,,UNITED KINGDOM,False,False,175.28
547789,21843,RED RETROSPOT CAKE STAND,3,,10.95,14911,EIRE,True,False,32.849999999999994
547789,22501,PICNIC BASKET WICKER LARGE,2,,9.95,14911,EIRE,True,False,19.9
547789,22763,KEY CABINET MA CAMPAGNE,2,,9.95,14911,EIRE,True,False,19.9
547790,22168,ORGANISER WOOD ANTIQUE WHITE,2,,8.5,12545,SPAIN,True,False,17.0
547790,22221,CAKE STAND LOVEBIRD 2 TIER PINK,2,,9.95,12545,SPAIN,True,False,19.9
547790,22423,REGENCY CAKESTAND 3 TIER,1,,12.75,12545,SPAIN,True,False,12.75
